claim_id,claim_seq,policy_id,station_id,solar_system,production_load,exposure,energy_backup_score,safety_compliance,claim_amount
BI-C-0001735,1,BI-016895,G2,Zeta,0.437,0.47,5,2,8007683.0
BI-C-0001736,2,BI-016895,G2,Zeta,0.437,0.47,5,2,11313064.0
BI-C-0001737,1,BI-016902,B4,Zeta,0.113,0.278,5,5,249154.0
BI-C-0001738,1,BI-016923,A8,Epsilon,0.197,0.326,1,3,5572444.0
BI-C-0001739,1,BI-016928,A4,Epsilon,0.692,0.184,4,5,1077685.0
BI-C-0001740,1,BI-016935,B5,Epsilon,0.907,0.334,5,1,943351.0
BI-C-0001741,1,BI-016944,G3,Helionis Cluster,0.471,0.632,5,2,513297.0
BI-C-0001742,1,BI-016955,G1,Zeta,0.408,0.514,1,3,5067037.0
BI-C-0001743,2,BI-016955,G1,Zeta,0.408,0.514,1,3,1216237.0
BI-C-0001744,1,BI-016964,G2,Zeta,0.164,0.581,3,1,2652554.0
BI-C-0001745,1,BI-016965,B8,Epsilon,0.29,0.768,1,3,1477442.0
BI-C-0001746,2,BI-016965,B8,Epsilon,0.29,0.768,1,3,1157193.0
BI-C-0001747,1,BI-016967,G5,Helionis Cluster,0.795,0.195,5,1,3149955.0
BI-C-0001748,1,BI-016980,G9,Epsilon,0.39,0.448,2,1,4279470.0
BI-C-0001749,1,BI-016983,A6,Helionis Cluster,0.311,0.69,5,4,2543655.0
BI-C-0001750,2,BI-016983,A6,Helionis Cluster,0.311,0.69,5,4,7691323.0
BI-C-0001751,3,BI-016983,A6,Helionis Cluster,0.311,0.69,5,4,1609138.0
BI-C-0001752,4,BI-016983,A6,Helionis Cluster,0.311,0.69,5,4,1176356.0
BI-C-0001753,1,BI-016990,G6,Zeta,0.911,0.917,4,5,1391599.0
BI-C-0001754,1,BI-017008,B4,Helionis Cluster,0.907,0.083,3,4,1625917.0
BI-C-0001755,1,BI-017017,B7,Helionis Cluster,0.494,0.306,5,1,9574774.0
BI-C-0001756,1,BI-017025,G5,Zeta,0.294,0.399,3,1,464421.0
BI-C-0001757,2,BI-017025,G5,Zeta,0.294,0.399,3,1,415089.0
BI-C-0001758,1,BI-017031,G6,Zeta,0.088,0.67,5,2,26877741.0
BI-C-0001759,2,BI-017031,G6,Zeta,0.088,0.67,5,2,6127228.0
BI-C-0001760,1,BI-017043,G8,Zeta,0.722,0.485,4,2,4362659.0
BI-C-0001761,1,BI-017048,B4,Zeta,0.985,0.319,5,3,9627685.0
BI-C-0001762,1,BI-017057,B4,Zeta,0.355,0.591,2,1,1964677.0
BI-C-0001763,1,BI-017062,G8,Helionis Cluster,0.08,0.263,5,4,826298.0
BI-C-0001764,1,BI-017094,A8,Zeta,0.118,0.953,3,4,2925730.0
BI-C-0001765,1,BI-017098,B8,Helionis Cluster,0.075,0.909,2,2,1002173.0
BI-C-0001766,1,BI-017115,B4,Epsilon,0.977,0.161,4,4,2242857.0
BI-C-0001767,1,BI-017116,B7,Zeta,0.411,0.458,1,4,7675910.0
BI-C-0001768,1,BI-017133,G2,Epsilon,0.633,0.237,2,4,3506439.0
BI-C-0001769,1,BI-017140,A9,Zeta,0.952,0.427,3,5,19016974.0
BI-C-0001770,1,BI-017153,G3,Zeta,0.983,0.756,5,4,2649984.0
BI-C-0001771,1,BI-017167,A7,Helionis Cluster,0.898,0.846,1,1,2779647.0
BI-C-0001772,2,BI-017167,A7,Helionis Cluster,0.898,0.846,1,1,8656841.0
BI-C-0001773,1,BI-017178,B4,Epsilon,0.321,0.669,3,3,380194.0
BI-C-0001774,2,BI-017178,B4,Epsilon,0.321,0.669,3,3,50356752.0
BI-C-0001775,1,BI-017215,A6,Zeta,0.594,0.508,4,1,8040455.0
BI-C-0001776,2,BI-017215,A6,Zeta,0.594,0.508,4,1,9380681.0
BI-C-0001777,1,BI-017220,B5,Epsilon,0.177,0.781,4,5,1139451.0
BI-C-0001778,1,BI-017234,G6,Epsilon,0.915,0.175,3,2,1517767.0
BI-C-0001779,1,BI-017254,A6,Epsilon,0.433,0.246,5,4,5115002.0
BI-C-0001780,1,BI-017270,G1,Zeta,0.077,0.669,1,1,972139.0
BI-C-0001781,2,BI-017270,G1,Zeta,0.077,0.669,1,1,1432431.0
BI-C-0001782,1,BI-017304,B4,Helionis Cluster,0.455,0.435,5,5,1434835.0
BI-C-0001783,1,BI-017324,B5,Epsilon,0.417,0.774,1,1,2365372.0
BI-C-0001784,2,BI-017324,B5,Epsilon,0.417,0.774,1,1,2520920.0
BI-C-0001785,1,BI-017335,G4,Zeta,0.8,0.645,3,1,1859321.0
BI-C-0001786,1,BI-017353,A3,Epsilon,0.43,0.168,5,2,2458810.0
BI-C-0001787,1,BI-017385,A2,Zeta,0.975,0.268,4,1,283723.0
BI-C-0001788,1,BI-017416,A3,Zeta,0.963,0.311,3,4,2721693.0
BI-C-0001789,2,BI-017416,A3,Zeta,0.963,0.311,3,4,888593.0
BI-C-0001790,3,BI-017416,A3,Zeta,0.963,0.311,3,4,607668.0
BI-C-0001791,1,BI-017421,A7,Epsilon,0.073,0.38,4,3,1461895.0
BI-C-0001792,1,BI-017424,A2,Helionis Cluster,0.835,0.413,1,2,6586224.0
BI-C-0001793,1,BI-017435,A9,Helionis Cluster,0.508,0.853,4,1,2408540.0
BI-C-0001794,1,BI-017499,G9,Epsilon,0.006,0.432,1,3,5359666.0
BI-C-0001795,2,BI-017499,G9,Epsilon,0.006,0.432,1,3,924320.0
BI-C-0001796,1,BI-017502,B8,Epsilon,0.555,0.504,2,1,1192556.0
BI-C-0001797,2,BI-017502,B8,Epsilon,0.555,0.504,2,1,13996014.0
BI-C-0001798,1,BI-017525,B7,Helionis Cluster,0.432,0.621,5,1,41249298.0
BI-C-0001799,1,BI-017528,A9,Epsilon,0.557,0.632,3,5,567950.0
BI-C-0001800,1,BI-017543,B8,Epsilon,0.483,0.772,1,2,3268910.0
BI-C-0001801,1,BI-017579,A7,Helionis Cluster,0.522,0.162,2,1,590428.0
BI-C-0001802,1,BI-017597,G8,Zeta,0.441,0.342,4,3,8543108.0
BI-C-0001803,1,BI-017603,B4,Epsilon,0.586,0.469,2,4,1872392.0
BI-C-0001804,2,BI-017603,B4,Epsilon,0.586,0.469,2,4,2171698.0
BI-C-0001805,1,BI-017615,B2,Zeta,0.072,0.843,2,5,2223381.0
BI-C-0001806,2,BI-017615,B2,Zeta,0.072,0.843,2,5,3790486.0
BI-C-0001807,1,BI-017622,G2,Epsilon,0.608,0.835,1,2,4948628.0
BI-C-0001808,1,BI-017640,G6,Epsilon,0.77,0.536,1,2,2732005.0
BI-C-0001809,1,BI-017677,G5,Zeta,0.397,0.294,4,2,16851168.0
BI-C-0001810,1,BI-017688,A3,Epsilon,0.928,0.368,5,2,698043.0
BI-C-0001811,2,BI-017688,A3,Epsilon,0.928,0.368,5,2,802721.0
BI-C-0001812,1,BI-017690,B7,Helionis Cluster,0.427,0.857,5,4,2145257.0
BI-C-0001813,2,BI-017690,B7,Helionis Cluster,0.427,0.857,5,4,1099000.0
BI-C-0001814,1,BI-017696,B4,Helionis Cluster,0.757,0.45,1,1,20604169.0
BI-C-0001815,1,BI-017710,A1,Zeta,0.236,0.473,3,1,6852169.0
BI-C-0001816,1,BI-017727,G6,Epsilon,0.377,0.444,5,2,1757049.0
BI-C-0001817,1,BI-017769,G5,Helionis Cluster,0.561,0.6,4,5,5020625.0
BI-C-0001818,1,BI-017772,G6,Zeta,0.044,0.64,5,4,2380508.0
BI-C-0001819,2,BI-017772,G6,Zeta,0.044,0.64,5,4,786942.0
BI-C-0001820,1,BI-017779,B3,Helionis Cluster,0.647,0.801,5,3,509435.0
BI-C-0001821,1,BI-017780,B9,Helionis Cluster,0.541,0.44,3,5,35556545.0
BI-C-0001822,1,BI-017790,B5,Zeta,0.358,0.401,5,5,987462.0
BI-C-0001823,1,BI-017805,G1,Epsilon,0.851,0.495,1,4,4213329.0
BI-C-0001824,1,BI-017819,G5,Epsilon,0.619,0.783,1,5,732449.0
BI-C-0001825,1,BI-017837,A2,Epsilon,0.579,0.479,2,2,2815927.0
BI-C-0001826,1,BI-017876,G6,Helionis Cluster,0.569,0.79,4,4,8601513.0
BI-C-0001827,2,BI-017876,G6,Helionis Cluster,0.569,0.79,4,4,2917937.0
BI-C-0001828,1,BI-017893,A6,Zeta,0.25,0.425,5,3,1429773.0
BI-C-0001829,1,BI-017907,G6,Epsilon,0.253,0.697,1,4,5085246.0
BI-C-0001830,1,BI-017926,A5,Zeta,0.323,0.412,4,3,669112.0
BI-C-0001831,1,BI-017939,B2,Zeta,0.274,0.48,4,3,8436358.0
BI-C-0001832,1,BI-017942,G3,Zeta,0.254,0.428,2,4,16078145.0
BI-C-0001833,1,BI-017944,B5,Helionis Cluster,0.742,0.184,5,2,778899.0
BI-C-0001834,1,BI-017953,B9,Zeta,0.679,0.646,4,3,8286690.0
BI-C-0001835,1,BI-017959,B4,Helionis Cluster,0.191,0.418,5,3,19369277.0
BI-C-0001836,1,BI-017975,A6,Zeta,0.465,0.732,4,2,1477079.0
BI-C-0001837,1,BI-017982,A3,Zeta,0.601,0.57,1,1,7463975.0
BI-C-0001838,2,BI-017982,A3,Zeta,0.601,0.57,1,1,3895628.0
BI-C-0001839,1,BI-018009,B5,Helionis Cluster,0.699,0.727,4,5,852166.0
BI-C-0001840,2,BI-018009,B5,Helionis Cluster,0.699,0.727,4,5,1870377.0
BI-C-0001841,1,BI-018014,G7,Zeta,0.169,0.342,4,1,3727720.0
BI-C-0001842,1,BI-018016,A7,Zeta,0.414,0.885,3,4,240335.0
BI-C-0001843,1,BI-018035,A9,Helionis Cluster,0.727,0.438,3,3,2525330.0
BI-C-0001844,1,BI-018037,A1,Epsilon,0.646,0.329,1,2,1717806.0
BI-C-0001845,1,BI-018047,A3,Epsilon,0.293,0.64,2,1,948583.0
BI-C-0001846,1,BI-018062,G6,Zeta,0.634,0.228,3,3,798675.0
BI-C-0001847,1,BI-018063,A5,Zeta,0.813,0.876,2,5,4413483.0
BI-C-0001848,2,BI-018063,A5,Zeta,0.813,0.876,2,5,3999322.0
BI-C-0001849,3,BI-018063,A5,Zeta,0.813,0.876,2,5,2031153.0
BI-C-0001850,1,BI-018079,B9,Zeta,0.319,0.683,4,5,2627057.0
BI-C-0001851,1,BI-018086,G9,Helionis Cluster,0.548,0.351,4,5,2129172.0
BI-C-0001852,2,BI-018086,G9,Helionis Cluster,0.548,0.351,4,5,1756288.0
BI-C-0001853,1,BI-018104,B4,Helionis Cluster,0.554,0.754,3,1,740349.0
BI-C-0001854,1,BI-018123,G1,Epsilon,0.075,0.326,5,2,450364.0
BI-C-0001855,1,BI-018146,B5,Helionis Cluster,0.823,0.599,5,4,956649.0
BI-C-0001856,1,BI-018149,A2,Zeta,0.118,0.843,2,3,612241.0
BI-C-0001857,1,BI-018157,B9,Epsilon,0.914,0.719,4,4,129144.0
BI-C-0001858,1,BI-018169,A9,Helionis Cluster,0.918,0.322,3,2,9214015.0
BI-C-0001859,1,BI-018176,B6,Zeta,0.581,0.538,5,1,8573732.0
BI-C-0001860,1,BI-018193,B5,Epsilon,0.444,0.52,3,2,1904489.0
BI-C-0001861,2,BI-018193,B5,Epsilon,0.444,0.52,3,2,17482329.0
BI-C-0001862,3,BI-018193,B5,Epsilon,0.444,0.52,3,2,305849.0
BI-C-0001863,4,BI-018193,B5,Epsilon,0.444,0.52,3,2,605233.0
BI-C-0001864,1,BI-018212,G8,Epsilon,0.358,0.946,5,2,3591795.0
BI-C-0001865,1,BI-018225,G7,Epsilon,0.912,0.822,2,2,1305647.0
BI-C-0001866,1,BI-018256,B8,Epsilon,0.447,0.571,1,3,1432682.0
BI-C-0001867,2,BI-018256,B8,Epsilon,0.447,0.571,1,3,432808.0
BI-C-0001868,3,BI-018256,B8,Epsilon,0.447,0.571,1,3,1478154.0
BI-C-0001869,1,BI-018261,A5,Epsilon,0.392,0.798,1,4,813132.0
BI-C-0001870,1,BI-018275,A2,Zeta,0.55,0.166,5,3,632516.0
BI-C-0001871,1,BI-018288,G8,Zeta,0.031,0.717,2,5,3060182.0
BI-C-0001872,1,BI-018296,B3,Epsilon,0.086,0.588,5,2,289159.0
BI-C-0001873,2,BI-018296,B3,Epsilon,0.086,0.588,5,2,18641529.0
BI-C-0001874,3,BI-018296,B3,Epsilon,0.086,0.588,5,2,216101.0
BI-C-0001875,1,BI-018306,G2,Epsilon,0.508,0.526,4,3,1020635.0
BI-C-0001876,1,BI-018312,B8,Zeta,0.588,0.43,5,3,10448113.0
BI-C-0001877,1,BI-018314,G3,Epsilon,0.655,0.222,1,1,4590575.0
BI-C-0001878,1,BI-018364,A4,Zeta,0.234,0.095,3,3,936576.0
BI-C-0001879,1,BI-018417,B3,Epsilon,0.404,0.496,1,2,632536.0
BI-C-0001880,1,BI-018432,A7,Epsilon,0.563,0.564,4,3,40989764.0
BI-C-0001881,2,BI-018432,A7,Epsilon,0.563,0.564,4,3,4934580.0
BI-C-0001882,1,BI-018436,A5,Epsilon,0.371,0.862,1,5,1989425.0
BI-C-0001883,1,BI-018445,B6,Zeta,0.034,0.364,1,4,1956418.0
BI-C-0001884,1,BI-018470,B5,Helionis Cluster,0.617,0.259,2,5,1334567.0
BI-C-0001885,2,BI-018470,B5,Helionis Cluster,0.617,0.259,2,5,1370705.0
BI-C-0001886,1,BI-018487,B9,Zeta,0.99,0.248,4,3,229024.0
BI-C-0001887,1,BI-018495,B8,Epsilon,0.696,0.492,2,3,1314672.0
BI-C-0001888,1,BI-018496,A7,Epsilon,0.6,0.199,2,4,3060325.0
BI-C-0001889,1,BI-018502,B6,Zeta,0.512,0.628,1,4,1814353.0
BI-C-0001890,1,BI-018529,G1,Epsilon,0.54,0.209,4,3,1081016.0
BI-C-0001891,1,BI-018545,G6,Epsilon,0.371,0.497,3,3,1094334.0
BI-C-0001892,1,BI-018553,B3,Epsilon,0.182,0.621,5,5,5666558.0
BI-C-0001893,2,BI-018553,B3,Epsilon,0.182,0.621,5,5,2544703.0
BI-C-0001894,1,BI-018555,B4,Helionis Cluster,0.074,0.221,1,3,1593923.0
BI-C-0001895,1,BI-018558,A2,Zeta,0.425,0.701,1,4,1191299.0
BI-C-0001896,2,BI-018558,A2,Zeta,0.425,0.701,1,4,4274634.0
BI-C-0001897,1,BI-018570,G2,Zeta,0.445,0.216,2,4,7775398.0
BI-C-0001898,1,BI-018581,G4,Epsilon,0.258,0.481,3,5,3916267.0
BI-C-0001899,1,BI-018589,B6,Helionis Cluster,0.041,0.537,1,2,5682099.0
BI-C-0001900,1,BI-018593,B6,Helionis Cluster,0.618,0.492,4,2,1611836.0
BI-C-0001901,1,BI-018600,G2,Epsilon,0.393,0.811,3,4,500374.0
BI-C-0001902,1,BI-018607,B3,Zeta,0.861,0.566,1,1,782014.0
BI-C-0001903,2,BI-018607,B3,Zeta,0.861,0.566,1,1,1945104.0
BI-C-0001904,1,BI-018611,G9,Helionis Cluster,0.343,0.619,3,4,1420077.0
BI-C-0001905,1,BI-018633,G8,Epsilon,0.587,0.67,3,3,1961850.0
BI-C-0001906,1,BI-018671,G3,Epsilon,0.254,0.51,3,4,520499.0
BI-C-0001907,1,BI-018681,G5,Zeta,0.227,0.584,2,5,1370162.0
BI-C-0001908,1,BI-018689,G8,Epsilon,0.223,0.112,4,5,523592.0
BI-C-0001909,1,BI-018698,G5,Helionis Cluster,0.361,0.849,2,1,1052940.0
BI-C-0001910,1,BI-018704,G7,Zeta,0.419,0.611,3,4,1510150.0
BI-C-0001911,1,BI-018720,G4,Zeta,0.218,0.373,3,5,515969.0
BI-C-0001912,1,BI-018732,G5,Zeta,0.07,0.499,4,2,3338856.0
BI-C-0001913,2,BI-018732,G5,Zeta,0.07,0.499,4,2,3980531.0
BI-C-0001914,1,BI-018745,G5,Zeta,0.984,0.201,3,3,383040.0
BI-C-0001915,1,BI-018749,G6,Zeta,0.599,0.742,3,5,1723831.0
BI-C-0001916,2,BI-018749,G6,Zeta,0.599,0.742,3,5,1847798.0
BI-C-0001917,1,BI-018754,B3,Helionis Cluster,0.286,0.868,4,4,1461886.0
BI-C-0001918,1,BI-018755,B1,Epsilon,0.537,0.562,3,1,2326938.0
BI-C-0001919,2,BI-018755,B1,Epsilon,0.537,0.562,3,1,10818472.0
BI-C-0001920,3,BI-018755,B1,Epsilon,0.537,0.562,3,1,12763093.0
BI-C-0001921,1,BI-018792,A8,Zeta,0.264,0.247,1,2,3023354.0
BI-C-0001922,1,BI-018828,B9,Zeta,0.65,0.346,2,4,3455982.0
BI-C-0001923,1,BI-018835,G5,Zeta,0.279,0.6,5,1,719320.0
BI-C-0001924,1,BI-018862,G8,Zeta,0.252,0.223,2,4,5876511.0
BI-C-0001925,1,BI-018873,G5,Epsilon,0.539,0.302,4,1,3475138.0
BI-C-0001926,1,BI-018876,G5,Epsilon,0.599,0.326,4,1,4768114.0
BI-C-0001927,1,BI-018880,G1,Epsilon,0.1,0.26,2,4,2495423.0
BI-C-0001928,1,BI-018890,G7,Helionis Cluster,0.275,0.522,2,4,2801766.0
BI-C-0001929,1,BI-018900,A4,Zeta,0.617,0.829,2,3,3400644.0
BI-C-0001930,1,BI-018938,A6,Epsilon,0.47,0.104,2,5,727926.0
BI-C-0001931,1,BI-018966,B3,Helionis Cluster,0.553,0.572,3,1,6233270.0
BI-C-0001932,2,BI-018966,B3,Helionis Cluster,0.553,0.572,3,1,945722.0
BI-C-0001933,1,BI-018973,B6,Helionis Cluster,0.266,0.498,5,3,426695.0
BI-C-0001934,1,BI-018975,A6,Epsilon,0.22,0.664,1,5,3423183.0
BI-C-0001935,1,BI-018976,A2,Epsilon,0.554,0.649,3,2,8431257.0
BI-C-0001936,1,BI-018984,A6,Helionis Cluster,0.813,0.188,2,1,143245.0
BI-C-0001937,1,BI-018989,A8,Zeta,0.057,0.738,2,4,2287575.0
BI-C-0001938,2,BI-018989,A8,Zeta,0.057,0.738,2,4,12077481.0
BI-C-0001939,3,BI-018989,A8,Zeta,0.057,0.738,2,4,712064.0
BI-C-0001940,4,BI-018989,A8,Zeta,0.057,0.738,2,4,33615996.0
BI-C-0001941,1,BI-019003,A9,Epsilon,0.78,0.597,1,5,2434524.0
BI-C-0001942,2,BI-019003,A9,Epsilon,0.78,0.597,1,5,1532856.0
BI-C-0001943,1,BI-019016,A4,Epsilon,0.811,0.594,5,3,3855816.0
BI-C-0001944,1,BI-019027,B6,Zeta,0.633,0.292,4,4,1232409.0
BI-C-0001945,1,BI-019038,G5,Helionis Cluster,0.44,0.418,5,3,537083.0
BI-C-0001946,1,BI-019042,A8,Zeta,0.196,0.47,2,2,697573.0
BI-C-0001947,1,BI-019074,G4,Zeta,0.447,0.867,2,2,2446527.0
BI-C-0001948,1,BI-019076,B1,Epsilon,0.284,0.738,1,2,3708725.0
BI-C-0001949,2,BI-019076,B1,Epsilon,0.284,0.738,1,2,22449132.0
BI-C-0001950,1,BI-019078,A8,Zeta,0.812,0.595,3,5,2049408.0
BI-C-0001951,2,BI-019078,A8,Zeta,0.812,0.595,3,5,3303074.0
BI-C-0001952,3,BI-019078,A8,Zeta,0.812,0.595,3,5,741691.0
BI-C-0001953,1,BI-019094,G5,Zeta,0.035,0.612,3,3,3740729.0
BI-C-0001954,1,BI-019095,G9,Helionis Cluster,0.914,0.116,3,2,11010972.0
BI-C-0001955,1,BI-019111,G1,Zeta,0.583,0.483,2,4,28932446.0
BI-C-0001956,1,BI-019118,G8,Zeta,0.1,0.114,2,5,3327411.0
BI-C-0001957,1,BI-019121,B8,Epsilon,0.301,0.24,5,3,990269.0
BI-C-0001958,1,BI-019148,G4,Zeta,0.034,0.567,3,2,1294378.0
BI-C-0001959,1,BI-019156,A2,Epsilon,0.291,0.177,2,5,6418284.0
BI-C-0001960,1,BI-019166,B4,Epsilon,0.372,0.486,1,4,117868.0
BI-C-0001961,1,BI-019193,G9,Zeta,0.376,0.838,4,4,3970868.0
BI-C-0001962,1,BI-019225,A7,Zeta,0.694,0.506,3,3,1094742.0
BI-C-0001963,1,BI-019252,G3,Zeta,0.137,0.309,4,3,319145.0
BI-C-0001964,1,BI-019269,G5,Zeta,0.761,0.529,2,5,1059123.0
BI-C-0001965,1,BI-019288,B2,Epsilon,0.728,0.378,4,2,431540.0
BI-C-0001966,2,BI-019288,B2,Epsilon,0.728,0.378,4,2,4821747.0
BI-C-0001967,1,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,1882054.0
BI-C-0001968,2,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,2093602.0
BI-C-0001969,3,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,3827035.0
BI-C-0001970,4,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,3044536.0
BI-C-0001971,1,BI-019305,B8,Helionis Cluster,0.155,0.809,1,2,340781.0
BI-C-0001972,1,BI-019314,G4,Epsilon,0.592,0.636,1,5,1454185.0
BI-C-0001973,1,BI-019320,A1,Epsilon,0.647,0.539,5,2,11857454.0
BI-C-0001974,2,BI-019320,A1,Epsilon,0.647,0.539,5,2,1395300.0
BI-C-0001975,3,BI-019320,A1,Epsilon,0.647,0.539,5,2,1227123.0
BI-C-0001976,4,BI-019320,A1,Epsilon,0.647,0.539,5,2,3735114.0
BI-C-0001977,1,BI-019348,B8,Epsilon,0.731,0.495,4,4,513759.0
BI-C-0001978,1,BI-019370,G4,Helionis Cluster,0.729,0.202,1,3,1256021.0
BI-C-0001979,1,BI-019417,A7,Helionis Cluster,0.529,0.415,4,5,8529877.0
BI-C-0001980,1,BI-019439,G8,Epsilon,0.749,0.759,2,5,507948.0
BI-C-0001981,2,BI-019439,G8,Epsilon,0.749,0.759,2,5,710911.0
BI-C-0001982,1,BI-019453,G3,Epsilon,0.059,0.817,2,5,13535557.0
BI-C-0001983,2,BI-019453,G3,Epsilon,0.059,0.817,2,5,4572411.0
BI-C-0001984,1,BI-019492,B7,Helionis Cluster,0.153,0.247,1,2,2517962.0
BI-C-0001985,1,BI-019537,A3,Zeta,0.848,0.697,1,1,485312.0
BI-C-0001986,1,BI-019545,G1,Helionis Cluster,0.323,0.251,4,5,3937203.0
BI-C-0001987,2,BI-019545,G1,Helionis Cluster,0.323,0.251,4,5,2403961.0
BI-C-0001988,1,BI-019554,A2,Zeta,0.716,0.171,2,3,1481214.0
BI-C-0001989,1,BI-019562,B4,Helionis Cluster,0.824,0.5,1,3,761649.0
BI-C-0001990,1,BI-019570,A3,Zeta,0.068,0.834,5,5,15750320.0
BI-C-0001991,1,BI-019574,B9,Epsilon,0.703,0.405,4,4,2958105.0
BI-C-0001992,1,BI-019595,A7,Zeta,0.592,0.412,5,1,26399860.0
BI-C-0001993,2,BI-019595,A7,Zeta,0.592,0.412,5,1,2308393.0
BI-C-0001994,1,BI-019599,G7,Helionis Cluster,0.474,0.467,3,3,2575928.0
BI-C-0001995,1,BI-019611,G5,Epsilon,0.186,0.542,4,2,1222341.0
BI-C-0001996,2,BI-019611,G5,Epsilon,0.186,0.542,4,2,410762.0
BI-C-0001997,1,BI-019627,B2,Zeta,0.577,0.47,5,1,4174202.0
BI-C-0001998,2,BI-019627,B2,Zeta,0.577,0.47,5,1,1503221.0
BI-C-0001999,1,BI-019641,B6,Helionis Cluster,0.713,0.732,3,2,2433094.0
BI-C-0002000,1,BI-019645,A7,Epsilon,0.378,0.597,4,3,4121547.0
BI-C-0002001,2,BI-019645,A7,Epsilon,0.378,0.597,4,3,828388.0
BI-C-0002002,3,BI-019645,A7,Epsilon,0.378,0.597,4,3,10640209.0
BI-C-0002003,1,BI-019655,B3,Zeta,0.203,0.083,5,1,1942619.0
BI-C-0002004,1,BI-019659,B2,Zeta,0.78,0.156,3,1,11812991.0
BI-C-0002005,1,BI-019669,A2,Zeta,0.854,0.369,5,3,3438491.0
BI-C-0002006,1,BI-019670,G8,Helionis Cluster,0.038,0.613,4,4,372471.0
BI-C-0002007,2,BI-019670,G8,Helionis Cluster,0.038,0.613,4,4,3460442.0
BI-C-0002008,1,BI-019679,G3,Epsilon,0.024,0.765,1,3,561128.0
BI-C-0002009,1,BI-019736,A3,Epsilon,0.02,0.439,5,5,2493445.0
BI-C-0002010,2,BI-019736,A3,Epsilon,0.02,0.439,5,5,1023937.0
BI-C-0002011,3,BI-019736,A3,Epsilon,0.02,0.439,5,5,4519490.0
BI-C-0002012,4,BI-019736,A3,Epsilon,0.02,0.439,5,5,3389950.0
BI-C-0002013,1,BI-019739,G9,Zeta,0.307,0.256,5,2,6021216.0
BI-C-0002014,1,BI-019762,A1,Helionis Cluster,0.503,0.908,3,2,2690686.0
BI-C-0002015,1,BI-019783,B7,Epsilon,0.806,0.19,5,4,2559317.0
BI-C-0002016,1,BI-019788,B6,Zeta,0.652,0.304,5,1,2348737.0
BI-C-0002017,1,BI-019792,A8,Zeta,0.573,0.326,5,5,1075389.0
BI-C-0002018,1,BI-019804,A3,Helionis Cluster,0.889,0.457,5,1,294175.0
BI-C-0002019,1,BI-019807,B6,Epsilon,0.565,0.211,5,2,884681.0
BI-C-0002020,1,BI-019813,A1,Helionis Cluster,0.468,0.473,3,5,644900.0
BI-C-0002021,1,BI-019817,B5,Zeta,0.576,0.484,4,2,411460.0
BI-C-0002022,2,BI-019817,B5,Zeta,0.576,0.484,4,2,1541265.0
BI-C-0002023,3,BI-019817,B5,Zeta,0.576,0.484,4,2,784591.0
BI-C-0002024,1,BI-019840,A7,Epsilon,0.772,0.56,5,2,3350681.0
BI-C-0002025,1,BI-019841,A5,Epsilon,0.324,0.269,5,4,1352495.0
BI-C-0002026,1,BI-019869,B4,Zeta,0.717,0.408,4,3,252037.0
BI-C-0002027,2,BI-019869,B4,Zeta,0.717,0.408,4,3,886925.0
BI-C-0002028,1,BI-019878,A6,Zeta,0.969,0.4,1,3,1625264.0
BI-C-0002029,1,BI-019893,B6,Zeta,0.336,0.657,1,4,759891.0
BI-C-0002030,1,BI-019896,B2,Zeta,0.973,0.629,2,2,4969287.0
BI-C-0002031,2,BI-019896,B2,Zeta,0.973,0.629,2,2,1582410.0
BI-C-0002032,3,BI-019896,B2,Zeta,0.973,0.629,2,2,5859825.0
BI-C-0002033,1,BI-019902,B6,Zeta,0.143,0.852,4,2,906769.0
BI-C-0002034,1,BI-019909,A4,Zeta,0.698,0.828,4,1,7602537.0
BI-C-0002035,1,BI-019910,B3,Zeta,0.163,0.717,4,1,21867748.0
BI-C-0002036,1,BI-019920,B5,Zeta,0.114,0.411,1,4,259669.0
BI-C-0002037,2,BI-019920,B5,Zeta,0.114,0.411,1,4,4076336.0
BI-C-0002038,1,BI-019944,B2,Helionis Cluster,0.691,0.581,2,2,758763.0
BI-C-0002039,1,BI-019968,B2,Epsilon,0.872,0.324,2,1,11244434.0
BI-C-0002040,1,BI-019983,A5,Zeta,0.752,0.672,3,1,859074.0
BI-C-0002041,1,BI-019988,A4,Epsilon,0.437,0.674,3,1,3999388.0
BI-C-0002042,2,BI-019988,A4,Epsilon,0.437,0.674,3,1,539328.0
BI-C-0002043,1,BI-019997,G7,Epsilon,0.517,0.802,3,1,52373930.0
BI-C-0002044,1,BI-019999,B3,Zeta,0.605,0.655,3,4,982224.0
BI-C-0002045,2,BI-019999,B3,Zeta,0.605,0.655,3,4,10788455.0
BI-C-0002046,3,BI-019999,B3,Zeta,0.605,0.655,3,4,6076349.0
BI-C-0002047,4,BI-019999,B3,Zeta,0.605,0.655,3,4,72274.0
BI-C-0002048,1,BI-020001,A5,Helionis Cluster,0.611,0.309,4,2,1150863.0
BI-C-0002049,1,BI-020002,G3,Epsilon,0.543,0.781,4,4,2767194.0
BI-C-0002050,1,BI-020021,A2,Epsilon,0.584,0.353,4,5,9301352.0
BI-C-0002051,1,BI-020030,B8,Zeta,0.435,0.812,1,2,5327990.0
